Domain Code	Domain	Reporter Country Code	Reporter Countries	Partner Country Code	Partner Countries	Element Code	Element	Item Code	Item	Year Code	Year	Unit	Value	Flag	Flag Description
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	600	Papayas	2008	2008	1000 US$	5		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	600	Papayas	2013	2013	1000 US$	18		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	600	Papayas	2014	2014	1000 US$	838	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	600	Papayas	2015	2015	1000 US$	355	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	600	Papayas	2016	2016	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	600	Papayas	2017	2017	1000 US$	31		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	600	Papayas	2018	2018	1000 US$	24		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	600	Papayas	2019	2019	1000 US$	16		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	574	Pineapples	2015	2015	tonnes	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	574	Pineapples	2019	2019	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	574	Pineapples	2015	2015	1000 US$	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	574	Pineapples	2019	2019	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	1998	1998	tonnes	1201		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	1999	1999	tonnes	1141		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2000	2000	tonnes	1494		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2001	2001	tonnes	693		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2003	2003	tonnes	1979		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2005	2005	tonnes	87		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2007	2007	tonnes	21		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2008	2008	tonnes	108		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2010	2010	tonnes	24		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2012	2012	tonnes	521		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2013	2013	tonnes	368		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2014	2014	tonnes	1155	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2015	2015	tonnes	1032	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2016	2016	tonnes	82		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2017	2017	tonnes	103		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2018	2018	tonnes	3		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	574	Pineapples	2019	2019	tonnes	62		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	1998	1998	1000 US$	508		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	1999	1999	1000 US$	537		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2000	2000	1000 US$	675		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2001	2001	1000 US$	281		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2003	2003	1000 US$	2508		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2005	2005	1000 US$	67		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2007	2007	1000 US$	19		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2008	2008	1000 US$	72		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2010	2010	1000 US$	9		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2012	2012	1000 US$	161		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2013	2013	1000 US$	116		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2014	2014	1000 US$	1673	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2015	2015	1000 US$	1153	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2016	2016	1000 US$	33		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2017	2017	1000 US$	27		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2018	2018	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	574	Pineapples	2019	2019	1000 US$	21		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	544	Strawberries	2011	2011	tonnes	5		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	544	Strawberries	2012	2012	tonnes	5		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	544	Strawberries	2013	2013	tonnes	7		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	544	Strawberries	2014	2014	tonnes	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	544	Strawberries	2015	2015	tonnes	2	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	544	Strawberries	2016	2016	tonnes	11		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	544	Strawberries	2017	2017	tonnes	10		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	544	Strawberries	2018	2018	tonnes	8		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	544	Strawberries	2019	2019	tonnes	9		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	544	Strawberries	2011	2011	1000 US$	28		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	544	Strawberries	2012	2012	1000 US$	31		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	544	Strawberries	2013	2013	1000 US$	36		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	544	Strawberries	2014	2014	1000 US$	3	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	544	Strawberries	2015	2015	1000 US$	15	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	544	Strawberries	2016	2016	1000 US$	49		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	544	Strawberries	2017	2017	1000 US$	68		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	544	Strawberries	2018	2018	1000 US$	145		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	544	Strawberries	2019	2019	1000 US$	102		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2000	2000	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2008	2008	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2010	2010	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2011	2011	tonnes	14		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2012	2012	tonnes	11		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2013	2013	tonnes	10		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2015	2015	tonnes	19	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2016	2016	tonnes	9		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2017	2017	tonnes	14		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2018	2018	tonnes	23		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	388	Tomatoes	2019	2019	tonnes	40		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2000	2000	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2008	2008	1000 US$	14		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2010	2010	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2011	2011	1000 US$	82		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2012	2012	1000 US$	66		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2013	2013	1000 US$	46		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2015	2015	1000 US$	94	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2016	2016	1000 US$	38		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2017	2017	1000 US$	47		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2018	2018	1000 US$	76		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	388	Tomatoes	2019	2019	1000 US$	75		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	567	Watermelons	2003	2003	tonnes	3		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	567	Watermelons	2007	2007	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	567	Watermelons	2011	2011	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	567	Watermelons	2015	2015	tonnes	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	567	Watermelons	2016	2016	tonnes	12		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	567	Watermelons	2017	2017	tonnes	4		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	567	Watermelons	2018	2018	tonnes	25		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5610	Import Quantity	567	Watermelons	2019	2019	tonnes	19		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	567	Watermelons	2003	2003	1000 US$	16		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	567	Watermelons	2007	2007	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	567	Watermelons	2011	2011	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	567	Watermelons	2015	2015	1000 US$	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	567	Watermelons	2016	2016	1000 US$	4		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	567	Watermelons	2017	2017	1000 US$	2		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	567	Watermelons	2018	2018	1000 US$	18		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5622	Import Value	567	Watermelons	2019	2019	1000 US$	8		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	567	Watermelons	2000	2000	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	567	Watermelons	2005	2005	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5910	Export Quantity	567	Watermelons	2008	2008	tonnes	3		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	567	Watermelons	2000	2000	1000 US$	2		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	567	Watermelons	2005	2005	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	150	Netherlands	5922	Export Value	567	Watermelons	2008	2008	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	156	New Zealand	5910	Export Quantity	574	Pineapples	2018	2018	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	156	New Zealand	5910	Export Quantity	574	Pineapples	2019	2019	tonnes	15		Official data
TM	Detailed trade matrix	81	Ghana	156	New Zealand	5922	Export Value	574	Pineapples	2018	2018	1000 US$	3		Official data
TM	Detailed trade matrix	81	Ghana	156	New Zealand	5922	Export Value	574	Pineapples	2019	2019	1000 US$	101		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	515	Apples	2015	2015	tonnes	24	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	515	Apples	2015	2015	1000 US$	5	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	486	Bananas	2010	2010	tonnes	2069		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	486	Bananas	2012	2012	tonnes	1108		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	486	Bananas	2013	2013	tonnes	77		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	486	Bananas	2014	2014	tonnes	2	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	486	Bananas	2015	2015	tonnes	2	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	486	Bananas	2010	2010	1000 US$	87		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	486	Bananas	2012	2012	1000 US$	54		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	486	Bananas	2013	2013	1000 US$	7		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	486	Bananas	2014	2014	1000 US$	0	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	486	Bananas	2015	2015	1000 US$	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	560	Grapes	2014	2014	tonnes	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	560	Grapes	2014	2014	1000 US$	1	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	490	Oranges	2001	2001	tonnes	6		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	490	Oranges	2010	2010	tonnes	4		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	490	Oranges	2012	2012	tonnes	4		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	490	Oranges	2013	2013	tonnes	29		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	490	Oranges	2014	2014	tonnes	45	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	490	Oranges	2001	2001	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	490	Oranges	2010	2010	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	490	Oranges	2012	2012	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	490	Oranges	2013	2013	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	490	Oranges	2014	2014	1000 US$	4	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	600	Papayas	1999	1999	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	600	Papayas	1999	1999	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5610	Import Quantity	388	Tomatoes	2016	2016	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5610	Import Quantity	388	Tomatoes	2017	2017	tonnes	6		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5622	Import Value	388	Tomatoes	2016	2016	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5622	Import Value	388	Tomatoes	2017	2017	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5910	Export Quantity	388	Tomatoes	2019	2019	tonnes	3		Official data
TM	Detailed trade matrix	81	Ghana	158	Niger	5922	Export Value	388	Tomatoes	2019	2019	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	486	Bananas	1998	1998	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	486	Bananas	1998	1998	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	249	Coconuts	2013	2013	tonnes	144	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	249	Coconuts	2016	2016	tonnes	153	Im	FAO data based on imputation methodology
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	249	Coconuts	2017	2017	tonnes	274	Im	FAO data based on imputation methodology
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	249	Coconuts	2018	2018	tonnes	30825		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	249	Coconuts	2019	2019	tonnes	31059		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	249	Coconuts	2013	2013	1000 US$	35		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	249	Coconuts	2016	2016	1000 US$	240		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	249	Coconuts	2017	2017	1000 US$	144		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	249	Coconuts	2018	2018	1000 US$	148		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	249	Coconuts	2019	2019	1000 US$	147		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	490	Oranges	1998	1998	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	490	Oranges	1999	1999	tonnes	4		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	490	Oranges	2001	2001	tonnes	4		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	490	Oranges	1998	1998	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	490	Oranges	1999	1999	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	490	Oranges	2001	2001	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	600	Papayas	1998	1998	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	600	Papayas	1999	1999	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	600	Papayas	2000	2000	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	600	Papayas	1998	1998	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	600	Papayas	1999	1999	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	600	Papayas	2000	2000	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	574	Pineapples	1998	1998	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	574	Pineapples	1999	1999	tonnes	20		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	574	Pineapples	1998	1998	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	574	Pineapples	1999	1999	1000 US$	6		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	388	Tomatoes	1999	1999	tonnes	12		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5910	Export Quantity	388	Tomatoes	2003	2003	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	388	Tomatoes	1999	1999	1000 US$	3		Official data
TM	Detailed trade matrix	81	Ghana	159	Nigeria	5922	Export Value	388	Tomatoes	2003	2003	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	486	Bananas	1998	1998	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	486	Bananas	1999	1999	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	486	Bananas	2000	2000	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	486	Bananas	2014	2014	tonnes	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	486	Bananas	2015	2015	tonnes	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	486	Bananas	1998	1998	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	486	Bananas	1999	1999	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	486	Bananas	2000	2000	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	486	Bananas	2014	2014	1000 US$	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	486	Bananas	2015	2015	1000 US$	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	600	Papayas	1999	1999	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	600	Papayas	2014	2014	tonnes	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	600	Papayas	2015	2015	tonnes	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	600	Papayas	1999	1999	1000 US$	2		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	600	Papayas	2014	2014	1000 US$	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	600	Papayas	2015	2015	1000 US$	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	574	Pineapples	1998	1998	tonnes	3		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	574	Pineapples	1999	1999	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	574	Pineapples	2003	2003	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	574	Pineapples	2014	2014	tonnes	69	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	162	Norway	5910	Export Quantity	574	Pineapples	2015	2015	tonnes	47	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	574	Pineapples	1998	1998	1000 US$	2		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	574	Pineapples	1999	1999	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	574	Pineapples	2003	2003	1000 US$	7		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	574	Pineapples	2014	2014	1000 US$	71	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	162	Norway	5922	Export Value	574	Pineapples	2015	2015	1000 US$	44	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	162	Norway	5610	Import Quantity	388	Tomatoes	2018	2018	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	162	Norway	5622	Import Value	388	Tomatoes	2018	2018	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5910	Export Quantity	486	Bananas	2018	2018	tonnes	41		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5922	Export Value	486	Bananas	2018	2018	1000 US$	9		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5910	Export Quantity	574	Pineapples	2005	2005	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5910	Export Quantity	574	Pineapples	2013	2013	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5910	Export Quantity	574	Pineapples	2017	2017	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5910	Export Quantity	574	Pineapples	2019	2019	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5922	Export Value	574	Pineapples	2005	2005	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5922	Export Value	574	Pineapples	2013	2013	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5922	Export Value	574	Pineapples	2017	2017	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	221	Oman	5922	Export Value	574	Pineapples	2019	2019	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	165	Pakistan	5910	Export Quantity	574	Pineapples	2003	2003	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	165	Pakistan	5922	Export Value	574	Pineapples	2003	2003	1000 US$	4		Official data
TM	Detailed trade matrix	81	Ghana	166	Panama	5610	Import Quantity	515	Apples	2009	2009	tonnes	72		Official data
TM	Detailed trade matrix	81	Ghana	166	Panama	5622	Import Value	515	Apples	2009	2009	1000 US$	70		Official data
TM	Detailed trade matrix	81	Ghana	166	Panama	5910	Export Quantity	574	Pineapples	2000	2000	tonnes	17		Official data
TM	Detailed trade matrix	81	Ghana	166	Panama	5910	Export Quantity	574	Pineapples	2001	2001	tonnes	8		Official data
TM	Detailed trade matrix	81	Ghana	166	Panama	5922	Export Value	574	Pineapples	2000	2000	1000 US$	10		Official data
